m_name,m_surname,m_email,m_birth_year,m_birth_month,m_birth_day,m_group,m_rating,m_phone_number
Вера,Дорошенко,vera.doroshenko1@student.org,1971,6,28,JGN-61,62.32,38(067)96-60-760
Андрій,Гончаренко,andriy.honcharenko3@student.org,1974,1,30,HBX-33,9.81,38(066)55-10-986
Алла,Литвин,alla.lytvyn17@student.org,1988,8,9,JKK-91,79.0,38(095)45-95-505
Раїса,Руденко,rayisa.rudenko30@student.org,1957,11,28,QPU-55,12.79,38(073)71-82-170
Ганна,Шевчук,hanna.shevchuk43@student.org,1997,5,13,VEU-58,69.82,38(067)68-43-867
Світлана,Захарченко,svitlana.zakharchenko26@student.org,1978,5,18,REA-58,63.48,38(066)29-30-686
Євгенія,Захарченко,yevheniya.zakharchenko3@student.org,1967,9,5,YVC-86,64.51,38(093)19-95-124
Катерина,Гладко,kateryna.hladko6@student.org,2009,6,12,NYU-91,15.42,38(096)78-29-127
Катерина,Шевчук,kateryna.shevchuk12@student.org,2000,6,17,KNA-88,34.97,38(068)94-84-332
Віталій,Коваленко,vitaliy.kovalenko37@student.org,1998,1,17,XML-10,89.88,38(095)16-94-433
Іван,Василенко,ivan.vasylenko23@student.org,2006,10,1,JBB-45,77.19,38(066)30-94-783
Володимир,Демченко,volodymyr.demchenko28@student.org,2006,3,24,IQY-14,53.9,38(096)25-46-901
Артем,Король,artem.korol12@student.org,1968,3,26,IDE-20,17.87,38(066)12-92-923
Станіслав,Авраменко,stanislav.avramenko24@student.org,1967,3,11,UAN-76,15.62,38(050)51-14-217
Олеся,Лебедь,olesya.lebed31@student.org,1964,8,16,VRK-91,97.82,38(050)42-50-552
Лілія,Шаповал,liliya.shapoval13@student.org,2005,3,25,VQE-86,47.86,38(099)27-51-101
Іван,Романенко,ivan.romanenko2@student.org,1968,7,26,EFO-51,32.67,38(097)14-79-374
Людмила,Шевченко,lyudmyla.shevchenko14@student.org,1972,8,24,HLB-90,36.24,38(095)51-37-178
Вікторія,Скрипка,viktoriya.skrypka5@student.org,1990,4,5,KDI-41,45.6,38(063)25-37-301
Богдан,Панченко,bohdan.panchenko12@student.org,2010,3,26,EDM-79,80.59,38(050)57-76-419
Ірина,Козлов,iryna.kozlov24@student.org,1951,5,4,ZSU-66,16.73,38(068)59-78-212
Петро,Гайдук,petro.hayduk34@student.org,2003,6,20,SIH-56,11.65,38(099)36-35-274
Сергій,Ковальчук,serhiy.kovalchuk31@student.org,1980,3,27,DHM-33,74.89,38(073)88-34-753
Ганна,Марченко,hanna.marchenko22@student.org,2006,2,16,MLC-25,96.31,38(067)15-38-187
Віктор,Шевчук,viktor.shevchuk32@student.org,1968,7,12,IHA-49,8.4,38(073)57-44-156
Павло,Кравченко,pavlo.kravchenko38@student.org,2001,12,10,UBE-69,93.12,38(096)10-84-908
Остап,Гончаренко,ostap.honcharenko4@student.org,1989,9,23,CSY-52,24.33,38(066)82-94-835
Лариса,Рибак,larysa.rybak47@student.org,1973,12,12,SMT-11,27.55,38(066)33-71-370
Тарас,Гладко,taras.hladko2@student.org,2006,6,25,RAO-18,50.31,38(097)81-56-365
Василь,Руденко,vasyl.rudenko31@student.org,2001,6,5,RJR-78,39.5,38(099)57-37-937
Артем,Гриценко,artem.hrytsenko7@student.org,1958,5,16,QCT-80,52.79,38(073)65-60-214
Алла,Скрипка,alla.skrypka7@student.org,1970,9,17,CIM-73,97.49,38(099)16-18-600
Роман,Костенко,roman.kostenko53@student.org,1979,7,20,FEL-12,55.48,38(068)17-19-594
Михайло,Демченко,mykhaylo.demchenko24@student.org,1984,2,28,QQI-98,35.05,38(097)83-75-863
Григорій,Гончаренко,hryhoriy.honcharenko11@student.org,1955,7,11,SJP-83,52.23,38(050)47-42-996
Вікторія,Панченко,viktoriya.panchenko30@student.org,1975,10,13,ABQ-59,66.99,38(068)55-32-821
Іван,Бойко,ivan.boyko39@student.org,1979,4,5,HVV-34,94.07,38(096)17-91-993
Денис,Романенко,denys.romanenko19@student.org,1982,9,11,LXT-33,8.71,38(066)95-73-658
Юлія,Лебедь,yuliya.lebed22@student.org,1991,8,1,LRS-50,21.93,38(096)95-91-126
Юрій,Коваленко,yuriy.kovalenko13@student.org,1998,9,25,BBN-77,97.2,38(093)82-43-678
Віталій,Іваненко,vitaliy.ivanenko26@student.org,1954,2,13,SZD-97,28.27,38(095)29-99-661
Оксана,Рибак,oksana.rybak3@student.org,1979,1,8,VCU-53,85.56,38(099)79-90-129
Іван,Литвин,ivan.lytvyn20@student.org,1960,11,24,TFA-85,39.41,38(099)89-56-518
Тарас,Поліщук,taras.polishchuk@student.org,1959,6,19,XCF-76,90.04,38(067)27-18-127
Анна,Павленко,anna.pavlenko5@student.org,1980,1,17,YIN-82,32.98,38(050)95-83-567
Алла,Скрипка,alla.skrypka44@student.org,1992,4,7,AQB-56,34.45,38(067)41-98-513
Костянтин,Зайцев,kostyantyn.zaytsev43@student.org,1975,1,29,CWL-86,87.48,38(063)73-66-992
Павло,Никоненко,pavlo.nykonenko23@student.org,1958,12,5,NZS-69,44.49,38(098)80-38-609
Лариса,Савченко,larysa.savchenko7@student.org,2006,12,4,HCX-10,32.35,38(095)58-87-369
Раїса,Демченко,rayisa.demchenko6@student.org,2001,10,4,FFU-21,48.25,38(068)43-80-379
Михайло,Коваль,mykhaylo.koval22@student.org,1984,6,23,TBR-14,71.11,38(063)66-53-910
Наталія,Захарченко,nataliya.zakharchenko3@student.org,2000,12,16,VWX-33,68.03,38(067)88-18-740
Раїса,Козлов,rayisa.kozlov@student.org,1981,8,21,PDP-47,18.39,38(063)13-74-550
Роман,Ткаченко,roman.tkachenko25@student.org,1977,7,18,VNJ-35,91.61,38(097)40-24-665
Інна,Гончаренко,inna.honcharenko16@student.org,1957,4,24,CXX-97,33.01,38(050)41-10-368
Дмитро,Коваленко,dmytro.kovalenko27@student.org,1993,3,5,GLF-75,76.32,38(066)37-45-567
Олена,Левченко,olena.levchenko40@student.org,2008,10,11,YIA-43,71.27,38(067)50-96-650
Любов,Гончаренко,lyubov.honcharenko@student.org,1964,6,10,VOX-27,67.84,38(066)20-57-461
Василь,Гайдук,vasyl.hayduk27@student.org,1964,1,31,OEY-65,99.45,38(098)83-15-665
Алла,Левченко,alla.levchenko18@student.org,1966,7,21,XQK-47,78.65,38(066)85-19-114
Богдан,Авраменко,bohdan.avramenko21@student.org,1957,5,13,FLT-27,81.28,38(050)62-14-191
Олеся,Кравченко,olesya.kravchenko1@student.org,2010,3,22,NVR-96,12.72,38(066)62-85-646
Іван,Омельченко,ivan.omelchenko22@student.org,1980,2,4,QZG-88,35.73,38(095)34-96-258
Раїса,Демченко,rayisa.demchenko44@student.org,1962,3,3,DAY-75,81.4,38(099)38-12-160
Юлія,Шевченко,yuliya.shevchenko24@student.org,1970,2,25,IHM-97,3.76,38(093)92-14-127
Надія,Шевченко,nadiya.shevchenko15@student.org,1963,4,10,GIZ-94,34.21,38(095)61-44-874
Костянтин,Король,kostyantyn.korol12@student.org,1976,4,4,LAA-92,64.23,38(093)60-50-746
Григорій,Шаповал,hryhoriy.shapoval25@student.org,1998,11,17,PPG-94,28.24,38(095)23-24-256
Юлія,Демченко,yuliya.demchenko36@student.org,2008,2,25,RZG-31,13.67,38(099)90-17-955
Остап,Костенко,ostap.kostenko3@student.org,1965,7,6,QCT-80,13.0,38(097)50-33-907
Олена,Демченко,olena.demchenko9@student.org,1981,9,1,QJK-91,89.37,38(063)25-51-119
Григорій,Петренко,hryhoriy.petrenko17@student.org,1956,11,9,XQW-97,29.68,38(063)61-20-609
Євгенія,Авраменко,yevheniya.avramenko@student.org,1995,9,11,VOY-11,22.91,38(099)56-26-883
Володимир,Литвин,volodymyr.lytvyn39@student.org,2000,2,24,IDW-98,61.64,38(095)53-67-456
Федір,Кравченко,fedir.kravchenko19@student.org,2010,2,8,AVY-16,86.09,38(063)32-77-139
Тарас,Руденко,taras.rudenko6@student.org,1973,1,15,BFG-57,22.5,38(098)13-14-334
Максим,Іваненко,maksym.ivanenko1@student.org,1961,4,4,WOJ-61,66.73,38(066)38-10-923
Валентина,Коваленко,valentyna.kovalenko33@student.org,1963,2,18,DID-97,43.23,38(097)83-21-131
Лариса,Стельмах,larysa.stelmakh3@student.org,2009,4,9,ADN-74,9.42,38(098)97-17-427
Марія,Литвин,mariya.lytvyn25@student.org,1951,8,23,GZM-18,82.79,38(093)44-41-405
Богдан,Коваленко,bohdan.kovalenko27@student.org,1953,10,27,FNE-32,21.0,38(066)15-15-290
Ярослав,Макаренко,yaroslav.makarenko3@student.org,1989,2,14,HIV-48,1.85,38(098)41-94-990
Артем,Панченко,artem.panchenko30@student.org,1954,4,13,URU-53,80.75,38(095)79-56-896
Лариса,Гриценко,larysa.hrytsenko42@student.org,1969,1,2,NNQ-52,53.43,38(068)67-63-968
Віктор,Коваль,viktor.koval36@student.org,2006,12,10,HAF-32,66.97,38(050)10-53-304
Сергій,Лисенко,serhiy.lysenko8@student.org,2005,7,24,OUB-68,1.67,38(073)80-51-260
Вікторія,Шевченко,viktoriya.shevchenko32@student.org,1989,7,1,BGD-91,37.58,38(073)34-77-101
Сергій,Король,serhiy.korol36@student.org,1987,8,22,ZNS-99,58.21,38(063)78-37-967
Михайло,Петренко,mykhaylo.petrenko@student.org,1996,6,12,UNM-63,0.51,38(073)50-10-517
Станіслав,Білоус,stanislav.bilous50@student.org,2010,9,24,VEK-46,24.52,38(066)74-18-865
Володимир,Савченко,volodymyr.savchenko12@student.org,1986,4,18,VRJ-77,70.85,38(073)89-26-341
Любов,Мельник,lyubov.melnyk13@student.org,1967,1,9,IEO-95,93.58,38(096)83-54-911
Федір,Омельченко,fedir.omelchenko27@student.org,1983,12,9,KDP-68,78.82,38(093)59-71-966
Лілія,Цимбал,liliya.tsymbal30@student.org,1961,12,15,CGO-91,38.75,38(096)68-90-359
Валентина,Ткаченко,valentyna.tkachenko10@student.org,1954,7,26,MYY-84,25.74,38(073)71-67-741
Федір,Костенко,fedir.kostenko6@student.org,1971,2,25,ENS-86,7.47,38(067)15-64-375
Анна,Литвин,anna.lytvyn8@student.org,1998,12,2,UAB-95,46.81,38(050)58-33-392
Катерина,Гриценко,kateryna.hrytsenko5@student.org,1972,6,2,LXP-12,83.29,38(096)57-94-689
Станіслав,Лебедь,stanislav.lebed4@student.org,1952,8,7,UXC-57,95.45,38(096)36-68-360
Андрій,Макаренко,andriy.makarenko30@student.org,1964,2,19,PZX-65,89.44,38(073)16-56-698
Євгенія,Коваль,yevheniya.koval27@student.org,1961,8,27,VUG-62,77.92,38(063)87-60-602
Андрій,Демченко,andriy.demchenko31@student.org,1986,1,24,POD-91,47.92,38(050)77-93-849
Лариса,Савченко,larysa.savchenko33@student.org,1983,9,24,SBT-22,74.67,38(050)96-28-202
Михайло,Кузьменко,mykhaylo.kuzmenko32@student.org,1956,6,13,PJZ-30,49.66,38(050)49-10-277
Григорій,Романенко,hryhoriy.romanenko5@student.org,1986,12,2,ELC-86,15.02,38(050)66-39-372
Оксана,Ковальчук,oksana.kovalchuk@student.org,1951,5,6,STX-38,93.6,38(067)81-24-906
Лілія,Скрипка,liliya.skrypka31@student.org,2007,3,9,GIP-79,9.99,38(067)88-28-193
Олена,Павленко,olena.pavlenko18@student.org,2004,4,7,SAA-30,98.55,38(066)70-21-206
Галина,Коваленко,halyna.kovalenko29@student.org,1969,10,21,TRP-38,86.33,38(066)67-38-665
Олена,Левченко,olena.levchenko23@student.org,1962,6,12,SVB-30,74.97,38(067)33-48-467
Валентина,Марченко,valentyna.marchenko37@student.org,1982,10,9,XZK-58,82.88,38(050)93-99-409
Тарас,Шевчук,taras.shevchuk30@student.org,1966,12,16,AKB-83,41.0,38(099)39-21-205
Станіслав,Лисенко,stanislav.lysenko15@student.org,1978,4,3,SNF-32,8.64,38(099)16-78-838
Світлана,Ковальчук,svitlana.kovalchuk2@student.org,1951,8,28,FNY-72,45.62,38(095)92-84-246
Андрій,Стельмах,andriy.stelmakh8@student.org,1977,11,6,RSM-38,2.73,38(063)72-39-720
Ярослав,Костенко,yaroslav.kostenko20@student.org,1974,5,29,KPO-43,79.42,38(063)94-42-596
Тетяна,Левченко,tetyana.levchenko33@student.org,1995,8,19,SQA-97,84.81,38(067)94-77-660
Станіслав,Захарченко,stanislav.zakharchenko26@student.org,2007,4,25,BVL-74,4.0,38(096)11-49-610
Світлана,Козлов,svitlana.kozlov12@student.org,1961,1,16,RMP-28,4.66,38(063)87-97-490
Євгенія,Коваленко,yevheniya.kovalenko4@student.org,1983,8,30,YIB-50,81.34,38(096)97-13-541
Вера,Стельмах,vera.stelmakh30@student.org,2010,7,10,ING-26,17.84,38(096)29-41-311
Юлія,Захарченко,yuliya.zakharchenko9@student.org,2010,10,6,THG-20,30.64,38(095)22-32-972
Ірина,Петренко,iryna.petrenko23@student.org,1989,7,23,DQL-64,12.91,38(096)92-50-314
Світлана,Іваненко,svitlana.ivanenko9@student.org,1983,5,4,XRI-83,44.17,38(099)46-86-733
Анна,Білоус,anna.bilous44@student.org,1968,1,7,GQS-67,56.36,38(097)55-27-107
Михайло,Авраменко,mykhaylo.avramenko9@student.org,1996,11,24,IGG-34,15.2,38(063)70-37-580
Сергій,Зайцев,serhiy.zaytsev13@student.org,2008,5,18,EAR-78,78.04,38(063)27-95-951
Людмила,Павленко,lyudmyla.pavlenko1@student.org,1955,12,26,TBS-62,9.8,38(068)29-75-617
Павло,Козлов,pavlo.kozlov3@student.org,1996,8,29,IQF-84,61.3,38(099)60-72-481
Оксана,Ткаченко,oksana.tkachenko3@student.org,1961,11,6,MRJ-23,61.22,38(097)64-42-446
Марія,Рибак,mariya.rybak24@student.org,1951,11,16,ZME-55,43.07,38(093)21-99-804
Марія,Коваль,mariya.koval15@student.org,1959,12,25,BLK-38,25.77,38(099)66-95-706
Павло,Макаренко,pavlo.makarenko@student.org,1996,11,11,SQX-89,39.97,38(063)20-59-104
Лілія,Цимбал,liliya.tsymbal16@student.org,2004,10,3,WQK-52,76.87,38(093)81-43-679
Юрій,Іваненко,yuriy.ivanenko22@student.org,1963,4,23,RNW-32,59.8,38(098)67-44-142
Наталія,Омельченко,nataliya.omelchenko11@student.org,1976,5,12,GCA-78,13.0,38(095)81-77-308
Лілія,Кравченко,liliya.kravchenko11@student.org,1976,3,12,USJ-99,4.6,38(073)34-11-319
Михайло,Никоненко,mykhaylo.nykonenko28@student.org,1985,1,1,WLT-47,92.59,38(063)76-24-375
