m_name,m_surname,m_email,m_birth_year,m_birth_month,m_birth_day,m_group,m_rating,m_phone_number
Катерина,Руденко,kateryna.rudenko23@student.org,2010,2,20,LBR-39,55.06,38(067)53-69-748
Роман,Король,roman.korol82@student.org,1967,1,19,BOO-93,76.42,38(068)26-72-556
Анна,Новік,anna.novik6@student.org,2000,9,7,SPL-62,51.11,38(097)42-45-687
Федір,Мельник,fedir.melnyk30@student.org,2010,4,19,NCX-34,84.15,38(098)61-59-343
Юлія,Новік,yuliya.novik24@student.org,1983,7,21,TYC-90,45.0,38(067)17-78-901
Вера,Гриценко,vera.hrytsenko15@student.org,1956,4,3,CGO-91,66.78,38(067)39-24-393
Григорій,Зайцев,hryhoriy.zaytsev30@student.org,1979,7,17,TAX-35,44.81,38(050)20-41-692
Роман,Білоус,roman.bilous14@student.org,1986,1,29,SJF-89,75.51,38(050)49-49-296
Олеся,Левченко,olesya.levchenko28@student.org,1967,12,6,ECJ-35,73.71,38(099)44-28-451
Надія,Лисенко,nadiya.lysenko25@student.org,1997,11,8,WCR-11,49.58,38(098)49-67-783
Раїса,Костенко,rayisa.kostenko2@student.org,1991,7,11,INT-63,96.84,38(073)14-39-742
Галина,Гончаренко,halyna.honcharenko5@student.org,1983,8,10,RFT-85,64.57,38(099)26-97-168
Віталій,Марченко,vitaliy.marchenko11@student.org,1962,4,15,FYE-57,98.99,38(097)21-78-641
Дмитро,Іваненко,dmytro.ivanenko24@student.org,1960,1,17,RJX-80,100.0,38(099)33-51-612
Роман,Бойко,roman.boyko56@student.org,2008,5,19,HKF-67,11.94,38(099)54-48-626
Ірина,Дорошенко,iryna.doroshenko27@student.org,2005,9,24,FST-41,55.64,38(095)40-58-775
Остап,Поліщук,ostap.polishchuk10@student.org,1981,4,18,LBE-54,44.38,38(063)62-59-784
Валентина,Коваленко,valentyna.kovalenko16@student.org,1953,9,22,KBI-65,71.5,38(098)38-51-816
Павло,Іваненко,pavlo.ivanenko10@student.org,1992,9,23,BVW-75,34.46,38(067)19-99-302
Іван,Новік,ivan.novik8@student.org,2008,11,18,CJP-93,93.71,38(066)82-42-376
Іван,Литвин,ivan.lytvyn21@student.org,1986,3,12,BMZ-58,3.0,38(098)54-41-563
Роман,Цимбал,roman.tsymbal46@student.org,1953,8,2,QVH-94,40.98,38(097)92-51-306
Лілія,Козлов,liliya.kozlov2@student.org,1963,4,25,NHQ-59,10.31,38(067)72-73-535
Олена,Новік,olena.novik17@student.org,1960,4,18,TJL-37,18.28,38(096)57-41-570
Василь,Павленко,vasyl.pavlenko2@student.org,1975,7,27,YOW-45,95.26,38(066)50-27-711
Валентина,Панченко,valentyna.panchenko2@student.org,1983,4,8,LAK-41,38.76,38(073)12-71-848
Оксана,Кузьменко,oksana.kuzmenko9@student.org,1986,7,20,TMZ-52,29.65,38(068)66-92-275
Катерина,Гончаренко,kateryna.honcharenko26@student.org,2000,4,30,IHN-12,68.46,38(095)23-97-892
Надія,Ковальчук,nadiya.kovalchuk27@student.org,2008,2,18,WOU-49,45.08,38(097)36-28-331
Євгенія,Ковальчук,yevheniya.kovalchuk@student.org,1967,7,23,KWM-63,42.09,38(063)13-26-342
Євгенія,Гончаренко,yevheniya.honcharenko1@student.org,1980,9,12,YFH-21,44.47,38(095)81-84-361
Алла,Гордієнко,alla.hordiyenko35@student.org,1954,1,3,YVZ-93,52.24,38(096)48-64-269
Тетяна,Стельмах,tetyana.stelmakh20@student.org,1969,8,3,YJZ-57,96.11,38(067)30-76-213
Дмитро,Гладко,dmytro.hladko46@student.org,1968,9,27,EGB-60,58.81,38(050)52-17-240
Марія,Коваленко,mariya.kovalenko8@student.org,1970,2,20,QLL-31,27.64,38(067)35-18-371
Інна,Гладко,inna.hladko30@student.org,1991,5,4,HCG-60,82.55,38(095)63-77-927
Віталій,Цимбал,vitaliy.tsymbal36@student.org,1977,5,2,ZRB-53,32.91,38(068)98-69-606
Андрій,Савченко,andriy.savchenko1@student.org,1987,9,16,TLX-93,66.56,38(068)89-73-603
Максим,Коваленко,maksym.kovalenko14@student.org,2000,3,21,MKO-42,54.74,38(050)34-11-682
Оксана,Стельмах,oksana.stelmakh13@student.org,1978,3,28,GMF-95,66.23,38(095)67-26-868
Світлана,Гриценко,svitlana.hrytsenko1@student.org,1970,7,23,FJU-86,88.15,38(066)45-43-359
Валентина,Костенко,valentyna.kostenko31@student.org,1967,12,21,YQR-91,34.78,38(068)73-65-945
Анна,Руденко,anna.rudenko9@student.org,1998,6,30,GPU-62,18.86,38(063)55-86-700
Максим,Лисенко,maksym.lysenko25@student.org,1955,5,13,FER-19,62.85,38(098)11-32-575
Наталія,Авраменко,nataliya.avramenko18@student.org,1980,5,7,UVH-18,92.25,38(093)56-80-202
Петро,Ткаченко,petro.tkachenko4@student.org,1965,8,19,FLX-42,5.26,38(097)46-13-863
Оксана,Гриценко,oksana.hrytsenko12@student.org,1965,3,3,ARN-41,8.04,38(098)12-69-959
Ганна,Рибак,hanna.rybak33@student.org,1954,6,21,AYK-36,87.89,38(073)99-54-847
Інна,Ковальчук,inna.kovalchuk29@student.org,2010,7,16,AVM-78,49.3,38(067)47-89-325
Денис,Лебедь,denys.lebed26@student.org,1977,9,26,GSS-31,21.61,38(099)77-15-154
Ганна,Цимбал,hanna.tsymbal42@student.org,1976,9,17,WQG-19,18.57,38(093)91-67-477
Остап,Поліщук,ostap.polishchuk18@student.org,1974,2,6,RHF-73,40.68,38(066)14-95-569
Тетяна,Гайдук,tetyana.hayduk7@student.org,1961,9,10,MIY-47,40.75,38(095)48-34-867
Ірина,Бойко,iryna.boyko22@student.org,1971,9,24,XTY-33,2.3,38(098)43-41-877
Роман,Ткаченко,roman.tkachenko22@student.org,1991,5,23,WBE-48,90.35,38(063)70-30-248
Анна,Зайцев,anna.zaytsev4@student.org,1974,11,12,IHT-89,83.31,38(097)80-85-344
Людмила,Стельмах,lyudmyla.stelmakh8@student.org,1973,9,3,RLS-67,0.48,38(066)25-71-345
Ігор,Бойко,ihor.boyko5@student.org,2005,6,30,IYI-58,40.61,38(093)63-57-425
Лариса,Король,larysa.korol18@student.org,1995,8,29,VPO-98,5.3,38(093)81-62-418
Тарас,Омельченко,taras.omelchenko11@student.org,1966,1,6,BZK-49,66.12,38(096)66-53-885
Ярослав,Ткаченко,yaroslav.tkachenko42@student.org,1971,5,30,WAI-98,29.0,38(095)82-24-527
Юрій,Рибак,yuriy.rybak10@student.org,1960,10,4,CHY-54,56.35,38(068)76-35-232
Віталій,Никоненко,vitaliy.nykonenko11@student.org,1950,2,6,JCT-11,74.25,38(095)73-55-156
Володимир,Гриценко,volodymyr.hrytsenko24@student.org,2004,6,7,CAV-22,84.18,38(063)43-98-117
Костянтин,Зайцев,kostyantyn.zaytsev@student.org,1989,2,14,WKC-80,25.6,38(096)72-61-524
Юрій,Костенко,yuriy.kostenko15@student.org,1998,6,27,JPN-25,39.9,38(067)62-14-227
Вера,Скрипка,vera.skrypka22@student.org,1991,8,27,QMV-85,89.36,38(066)60-46-112
Раїса,Шевченко,rayisa.shevchenko1@student.org,1963,3,25,JBB-45,9.78,38(099)58-28-729
Людмила,Козлов,lyudmyla.kozlov22@student.org,2001,5,17,KVM-41,0.4,38(068)69-29-126
Костянтин,Рибак,kostyantyn.rybak32@student.org,2008,11,23,QMD-54,57.71,38(063)29-60-859
Олександр,Кузьменко,oleksandr.kuzmenko37@student.org,1998,1,21,NIN-32,91.9,38(095)22-25-705
Ірина,Шаповал,iryna.shapoval15@student.org,2001,5,6,NHQ-59,32.75,38(067)40-63-398
Євгенія,Марченко,yevheniya.marchenko8@student.org,2007,6,7,CHC-43,64.41,38(098)93-18-551
Тетяна,Рибак,tetyana.rybak32@student.org,1950,10,5,DBM-97,82.98,38(095)62-70-380
Юлія,Білоус,yuliya.bilous38@student.org,1994,1,26,WXD-22,91.47,38(099)42-35-843
Юлія,Панченко,yuliya.panchenko4@student.org,1984,3,20,CZB-89,99.23,38(050)85-26-993
Віктор,Бойко,viktor.boyko17@student.org,1985,12,12,SSC-58,36.46,38(066)32-30-930
Богдан,Панченко,bohdan.panchenko29@student.org,1952,6,25,WIC-44,86.56,38(099)34-44-552
Віктор,Гайдук,viktor.hayduk12@student.org,2003,4,10,HKY-86,93.35,38(066)88-47-413
Раїса,Лебедь,rayisa.lebed1@student.org,1965,4,23,CTR-92,69.76,38(073)49-99-936
Євгенія,Лисенко,yevheniya.lysenko22@student.org,1967,3,21,PTV-58,67.72,38(066)89-84-403
Лілія,Савченко,liliya.savchenko19@student.org,2005,8,29,VKZ-69,66.63,38(098)70-96-257
Євгенія,Дорошенко,yevheniya.doroshenko40@student.org,1957,9,14,HPH-87,21.24,38(066)83-60-868
Юрій,Панченко,yuriy.panchenko37@student.org,1999,11,5,ZIL-83,51.12,38(098)14-42-936
Галина,Василенко,halyna.vasylenko2@student.org,1970,3,7,FZZ-61,33.62,38(066)78-98-256
Тетяна,Павленко,tetyana.pavlenko25@student.org,1964,5,1,JHR-95,75.73,38(068)17-15-516
Наталія,Ткаченко,nataliya.tkachenko44@student.org,1976,12,20,RBG-85,15.27,38(067)99-14-678
Тарас,Макаренко,taras.makarenko46@student.org,1974,7,9,QGN-15,15.65,38(093)67-55-240
Сергій,Макаренко,serhiy.makarenko1@student.org,2002,2,2,NDS-89,48.01,38(095)29-29-189
Федір,Поліщук,fedir.polishchuk33@student.org,1957,4,17,OZQ-93,61.27,38(095)12-47-319
Петро,Никоненко,petro.nykonenko22@student.org,2009,3,21,BKI-52,18.28,38(093)59-10-462
Інна,Омельченко,inna.omelchenko32@student.org,2003,12,3,DTY-10,73.36,38(093)80-30-708
Григорій,Левченко,hryhoriy.levchenko13@student.org,1985,8,7,JUP-79,14.67,38(073)28-92-630
Дмитро,Стельмах,dmytro.stelmakh44@student.org,1969,9,23,ULO-15,54.75,38(096)21-12-620
Роман,Кузьменко,roman.kuzmenko49@student.org,1973,5,27,ASQ-34,50.59,38(096)97-99-165
Григорій,Шаповал,hryhoriy.shapoval4@student.org,1986,4,3,QFX-72,86.16,38(099)83-63-973
Ганна,Цимбал,hanna.tsymbal2@student.org,1964,2,18,EVN-66,81.67,38(098)91-56-789
Анна,Шевчук,anna.shevchuk12@student.org,1950,8,21,MVJ-24,91.87,38(099)55-79-489
Василь,Ковальчук,vasyl.kovalchuk35@student.org,1950,5,23,CXC-68,0.18,38(050)93-23-681
Юлія,Демченко,yuliya.demchenko43@student.org,1962,8,9,KDS-55,80.38,38(073)19-53-770
Інна,Коваленко,inna.kovalenko23@student.org,1987,10,30,GDS-92,16.48,38(098)75-55-617
Надія,Гордієнко,nadiya.hordiyenko12@student.org,1982,5,24,TDI-82,16.59,38(066)21-74-883
Надія,Никоненко,nadiya.nykonenko12@student.org,1970,2,7,GLF-75,29.29,38(066)80-54-936
Василь,Омельченко,vasyl.omelchenko5@student.org,1988,10,29,NNS-51,21.68,38(067)32-39-151
Станіслав,Шевченко,stanislav.shevchenko34@student.org,1966,2,3,DQL-64,35.55,38(063)19-59-244
Ірина,Білоус,iryna.bilous5@student.org,1999,11,26,BLT-92,94.16,38(093)62-18-397
Лілія,Лисенко,liliya.lysenko5@student.org,1973,7,17,QYH-96,71.07,38(067)77-20-704
Світлана,Кузьменко,svitlana.kuzmenko46@student.org,1961,3,27,HOU-24,85.43,38(067)13-54-586
Олена,Лисенко,olena.lysenko2@student.org,1986,5,13,YDJ-57,29.93,38(093)28-66-941
Олеся,Захарченко,olesya.zakharchenko22@student.org,1979,3,23,WQR-42,71.95,38(095)62-77-137
Любов,Лебедь,lyubov.lebed26@student.org,1966,12,28,HUM-56,72.52,38(073)12-46-170
Тетяна,Ковальчук,tetyana.kovalchuk3@student.org,1950,5,27,YRJ-54,76.62,38(073)55-72-569
Михайло,Мельник,mykhaylo.melnyk21@student.org,1991,12,1,FBY-40,58.18,38(068)51-59-856
Василь,Король,vasyl.korol14@student.org,1966,9,4,JPN-25,50.46,38(050)33-48-279
Артем,Зайцев,artem.zaytsev45@student.org,1976,12,18,IMU-30,32.56,38(067)13-91-171
Юлія,Король,yuliya.korol16@student.org,1991,11,4,KUJ-82,62.22,38(095)48-50-652
Богдан,Кузьменко,bohdan.kuzmenko22@student.org,2001,7,5,WJO-24,58.01,38(050)70-98-882
Людмила,Павленко,lyudmyla.pavlenko30@student.org,1995,10,30,LJE-36,49.28,38(067)73-31-400
Надія,Король,nadiya.korol9@student.org,2004,4,11,BLK-38,99.51,38(067)64-21-679
Ірина,Шевчук,iryna.shevchuk22@student.org,2007,1,14,TGC-61,92.89,38(068)85-37-419
Олеся,Макаренко,olesya.makarenko37@student.org,2007,10,29,BVP-89,44.6,38(067)49-81-125
Дмитро,Макаренко,dmytro.makarenko9@student.org,1955,8,25,UTN-44,75.48,38(050)76-50-105
Марія,Никоненко,mariya.nykonenko13@student.org,1987,12,25,YWM-96,62.99,38(063)66-58-139
Павло,Савченко,pavlo.savchenko22@student.org,1993,7,5,SQB-29,31.63,38(099)98-47-124
Валентина,Новік,valentyna.novik33@student.org,1977,11,8,AJY-31,78.35,38(095)86-51-876
Роман,Левченко,roman.levchenko19@student.org,1986,1,2,XYA-14,53.25,38(066)14-57-703
Ігор,Савченко,ihor.savchenko15@student.org,1954,8,7,VOU-96,39.37,38(067)52-16-207
Олександр,Козлов,oleksandr.kozlov14@student.org,1985,6,12,SDR-95,53.63,38(093)85-17-809
Денис,Гордієнко,denys.hordiyenko24@student.org,2002,3,22,VFQ-11,99.15,38(095)56-13-406
Ірина,Стельмах,iryna.stelmakh2@student.org,1972,11,18,ZRB-53,37.13,38(099)38-45-305
Григорій,Дорошенко,hryhoriy.doroshenko24@student.org,1982,9,6,XWO-72,73.18,38(066)27-28-692
Станіслав,Кузьменко,stanislav.kuzmenko32@student.org,1959,9,9,DTJ-21,14.11,38(067)55-92-628
Олександр,Король,oleksandr.korol4@student.org,1975,10,31,AKG-41,96.88,38(095)22-54-350
Віталій,Цимбал,vitaliy.tsymbal13@student.org,1978,11,10,FND-85,7.34,38(098)50-51-553
Надія,Никоненко,nadiya.nykonenko16@student.org,1997,10,21,RGT-40,67.66,38(098)35-45-409
Олеся,Білоус,olesya.bilous29@student.org,1976,9,26,PKN-24,8.55,38(067)48-34-369
Вікторія,Литвин,viktoriya.lytvyn4@student.org,1971,8,26,IQK-66,78.67,38(068)53-98-424
Лариса,Кравченко,larysa.kravchenko19@student.org,2007,11,1,UNP-67,83.54,38(097)48-31-907
Інна,Савченко,inna.savchenko31@student.org,1956,12,13,JZC-20,34.4,38(050)73-28-300
Артем,Бойко,artem.boyko29@student.org,2009,12,3,VYJ-77,21.35,38(097)25-82-679
Анна,Козлов,anna.kozlov33@student.org,2007,4,12,UCZ-59,28.3,38(093)48-96-553
Роман,Мельник,roman.melnyk43@student.org,1975,7,23,KPT-93,1.42,38(066)12-15-317
Катерина,Іваненко,kateryna.ivanenko23@student.org,1997,2,9,KLV-90,16.58,38(097)14-56-322
Лілія,Марченко,liliya.marchenko8@student.org,1991,4,20,NKF-58,76.79,38(067)57-97-391
Любов,Ковальчук,lyubov.kovalchuk33@student.org,1968,6,1,WMA-83,97.37,38(063)62-40-696
Іван,Никоненко,ivan.nykonenko38@student.org,1983,6,4,IMQ-98,38.33,38(097)48-71-812
Віталій,Шевченко,vitaliy.shevchenko1@student.org,1980,10,16,RDJ-77,94.48,38(098)28-45-990
Алла,Лисенко,alla.lysenko36@student.org,1965,1,10,SKM-45,83.82,38(099)55-59-891
Оксана,Лебедь,oksana.lebed38@student.org,2009,2,3,LNK-17,77.56,38(099)98-86-641
Лілія,Шаповал,liliya.shapoval12@student.org,1955,5,24,WVH-86,46.05,38(093)29-70-707
Алла,Лисенко,alla.lysenko2@student.org,2005,7,13,MAY-67,96.81,38(097)49-47-721
Галина,Цимбал,halyna.tsymbal4@student.org,1953,5,15,WWO-20,96.85,38(063)94-37-598
Остап,Шаповал,ostap.shapoval10@student.org,1996,12,16,VXV-83,81.26,38(093)81-44-492
Вера,Никоненко,vera.nykonenko30@student.org,1966,5,18,NPR-56,92.13,38(098)34-47-678
Наталія,Никоненко,nataliya.nykonenko2@student.org,1988,5,16,NIZ-15,19.18,38(050)37-51-939
Богдан,Гордієнко,bohdan.hordiyenko28@student.org,1994,8,6,ZTK-81,38.71,38(050)58-13-482
Лілія,Макаренко,liliya.makarenko40@student.org,1977,1,27,FMB-22,42.48,38(093)61-97-778
Ігор,Литвин,ihor.lytvyn11@student.org,1962,3,12,OVB-12,2.1,38(050)77-50-722
Вікторія,Коваленко,viktoriya.kovalenko19@student.org,1999,8,31,PJW-69,36.19,38(050)10-45-240
Роман,Бойко,roman.boyko45@student.org,2005,3,16,BMK-62,13.78,38(093)72-32-311
Ярослав,Романенко,yaroslav.romanenko36@student.org,1992,1,28,SAM-83,54.8,38(098)12-83-160
Юлія,Левченко,yuliya.levchenko6@student.org,1999,1,18,DEZ-88,63.9,38(073)11-16-302
Олеся,Левченко,olesya.levchenko39@student.org,1994,5,23,CXX-85,27.68,38(073)33-59-832
Максим,Демченко,maksym.demchenko6@student.org,1974,12,15,MXQ-57,7.99,38(093)58-69-768
Оксана,Цимбал,oksana.tsymbal9@student.org,1971,1,17,WXP-26,96.14,38(068)51-58-170
Андрій,Кузьменко,andriy.kuzmenko9@student.org,1995,7,11,HUM-25,15.62,38(068)29-51-801
Михайло,Цимбал,mykhaylo.tsymbal14@student.org,2000,9,8,TLV-60,59.5,38(063)53-74-588
Тетяна,Коваленко,tetyana.kovalenko32@student.org,1995,1,2,XAT-83,57.25,38(050)56-28-448
Ярослав,Іваненко,yaroslav.ivanenko12@student.org,1984,3,14,EKG-59,84.06,38(097)23-79-891
Світлана,Ткаченко,svitlana.tkachenko33@student.org,1979,12,7,LIV-59,99.49,38(098)85-20-138
Остап,Король,ostap.korol33@student.org,1970,4,7,YGQ-17,82.12,38(093)57-14-571
Олена,Шевчук,olena.shevchuk17@student.org,2002,11,14,BKI-52,36.41,38(099)64-71-212
Артем,Савченко,artem.savchenko6@student.org,1970,9,13,IPF-24,67.61,38(068)99-31-159
Богдан,Михайленко,bohdan.mykhaylenko18@student.org,1973,4,4,VJG-94,93.31,38(063)17-34-862
Максим,Никоненко,maksym.nykonenko9@student.org,1995,11,13,NKJ-58,97.31,38(098)83-88-692
Роман,Петренко,roman.petrenko2@student.org,1957,10,24,KVI-78,55.99,38(050)54-21-249
Анна,Білоус,anna.bilous9@student.org,1992,10,9,XSQ-53,61.68,38(095)46-31-159
Григорій,Бойко,hryhoriy.boyko4@student.org,1975,1,26,QXW-81,86.32,38(098)97-82-878
Юрій,Макаренко,yuriy.makarenko3@student.org,2006,1,28,JMA-58,51.43,38(050)30-29-541
Лариса,Авраменко,larysa.avramenko27@student.org,2007,8,10,STE-30,35.0,38(050)83-20-441
Тарас,Поліщук,taras.polishchuk12@student.org,1979,9,7,XXC-37,72.53,38(096)40-33-921
Ярослав,Рибак,yaroslav.rybak23@student.org,1963,5,29,RQL-70,76.92,38(096)74-77-683
Павло,Шаповал,pavlo.shapoval31@student.org,2010,10,7,EZL-53,2.76,38(066)57-13-348
Лілія,Цимбал,liliya.tsymbal34@student.org,2007,6,19,DYT-69,35.52,38(067)93-46-618
Ярослав,Король,yaroslav.korol16@student.org,2009,12,21,GPQ-92,22.32,38(095)75-29-887
