m_name,m_surname,m_email,m_birth_year,m_birth_month,m_birth_day,m_group,m_rating,m_phone_number
Володимир,Шевченко,volodymyr.shevchenko16@student.org,1952,1,20,LKA-73,8.89,38(066)92-64-246
Вера,Бойко,vera.boyko@student.org,1972,6,10,HEG-88,19.75,38(067)64-25-155
Ірина,Шаповал,iryna.shapoval23@student.org,1956,1,10,XRA-59,15.91,38(095)88-69-614
Павло,Костенко,pavlo.kostenko7@student.org,1980,12,24,PIK-23,57.92,38(050)56-72-863
Петро,Панченко,petro.panchenko36@student.org,1964,4,8,QEL-12,46.64,38(099)71-85-487
Ігор,Білоус,ihor.bilous5@student.org,1976,4,18,RLD-72,56.19,38(097)63-74-622
Павло,Ткаченко,pavlo.tkachenko@student.org,1967,9,6,VOY-11,73.78,38(099)41-48-406
Євгенія,Коваль,yevheniya.koval15@student.org,1992,12,7,IVN-17,66.7,38(096)40-37-168
Олена,Авраменко,olena.avramenko39@student.org,1959,4,22,GHA-14,45.5,38(067)19-94-111
Костянтин,Дорошенко,kostyantyn.doroshenko6@student.org,2004,9,30,MLS-65,50.93,38(067)91-38-105
Остап,Лебедь,ostap.lebed24@student.org,1957,3,12,KCW-87,62.75,38(068)87-31-986
Валентина,Поліщук,valentyna.polishchuk38@student.org,1953,4,23,DUU-99,88.08,38(073)52-67-484
Денис,Кравченко,denys.kravchenko27@student.org,1989,11,24,KZK-68,50.92,38(066)72-82-489
Вікторія,Демченко,viktoriya.demchenko43@student.org,1987,3,3,DUL-34,35.64,38(067)73-37-152
Надія,Руденко,nadiya.rudenko11@student.org,2007,10,28,IWI-27,23.93,38(066)25-32-132
Вікторія,Лебедь,viktoriya.lebed24@student.org,1966,7,24,FFY-35,43.41,38(096)42-69-370
Григорій,Король,hryhoriy.korol17@student.org,1961,9,29,ZPJ-44,6.63,38(063)97-79-363
Андрій,Марченко,andriy.marchenko13@student.org,1994,7,1,MGT-99,92.16,38(097)66-54-478
Денис,Омельченко,denys.omelchenko34@student.org,1960,7,8,EBR-36,9.54,38(050)17-27-861
Віктор,Шевченко,viktor.shevchenko33@student.org,1988,3,2,ONG-95,62.39,38(099)91-13-578
Тарас,Новік,taras.novik37@student.org,1953,6,1,FZL-46,9.78,38(095)96-88-452
Федір,Лисенко,fedir.lysenko11@student.org,2005,1,23,GGI-68,89.09,38(096)75-12-152
Віталій,Шевченко,vitaliy.shevchenko12@student.org,1968,4,30,HBF-60,56.69,38(098)73-34-637
Людмила,Козлов,lyudmyla.kozlov34@student.org,1974,11,19,LAK-41,28.41,38(093)51-65-458
Роман,Литвин,roman.lytvyn59@student.org,1956,4,24,FYE-82,84.44,38(068)50-73-896
Павло,Омельченко,pavlo.omelchenko7@student.org,1982,6,15,CLA-41,9.82,38(068)52-79-200
Сергій,Гордієнко,serhiy.hordiyenko19@student.org,1957,12,21,NCX-34,10.61,38(050)71-23-845
Галина,Новік,halyna.novik33@student.org,2002,8,13,ZKP-56,19.46,38(096)77-81-469
Раїса,Авраменко,rayisa.avramenko11@student.org,1965,12,11,LOC-45,99.32,38(068)57-84-569
Артем,Шевченко,artem.shevchenko25@student.org,1955,10,26,MCC-53,0.3,38(093)27-43-366
Богдан,Литвин,bohdan.lytvyn1@student.org,1957,8,7,JYV-76,75.66,38(073)17-65-400
Григорій,Козлов,hryhoriy.kozlov8@student.org,1970,9,25,CSM-73,82.61,38(067)88-32-599
Ганна,Омельченко,hanna.omelchenko22@student.org,2000,6,28,EFY-17,8.09,38(095)52-88-803
Ярослав,Гайдук,yaroslav.hayduk35@student.org,1954,11,13,SCY-28,28.8,38(066)41-39-950
Людмила,Макаренко,lyudmyla.makarenko33@student.org,1983,2,24,UMH-90,36.4,38(098)80-76-960
Тетяна,Никоненко,tetyana.nykonenko7@student.org,2000,3,3,XET-22,7.77,38(096)75-43-386
Богдан,Іваненко,bohdan.ivanenko20@student.org,1990,10,2,XPQ-56,3.1,38(050)19-38-828
Раїса,Романенко,rayisa.romanenko10@student.org,1985,8,14,QYQ-76,3.48,38(050)13-66-689
Ігор,Лебедь,ihor.lebed5@student.org,1986,10,22,ARM-43,21.19,38(067)29-34-732
Валентина,Бойко,valentyna.boyko54@student.org,2003,6,14,ROV-23,23.59,38(050)79-88-252
Олена,Петренко,olena.petrenko31@student.org,1969,4,15,HZY-69,98.69,38(098)99-55-539
Ірина,Никоненко,iryna.nykonenko25@student.org,1972,10,11,SEI-97,41.91,38(068)30-58-199
Юрій,Михайленко,yuriy.mykhaylenko24@student.org,1982,3,25,KZK-79,23.15,38(096)51-62-892
Дмитро,Поліщук,dmytro.polishchuk28@student.org,1980,8,23,UJS-30,34.12,38(097)59-28-504
Наталія,Коваленко,nataliya.kovalenko6@student.org,1981,11,29,HHD-52,67.96,38(093)76-26-625
Світлана,Скрипка,svitlana.skrypka4@student.org,1961,10,22,GGL-62,2.66,38(097)61-23-990
Алла,Михайленко,alla.mykhaylenko30@student.org,1989,12,28,MGL-15,27.07,38(093)65-36-372
Василь,Кравченко,vasyl.kravchenko37@student.org,1953,1,18,XNP-12,32.35,38(098)17-36-221
Сергій,Омельченко,serhiy.omelchenko28@student.org,1951,12,1,KMZ-68,8.46,38(066)24-62-528
Олеся,Козлов,olesya.kozlov@student.org,1952,5,19,JAP-98,66.2,38(099)22-15-344
Денис,Кузьменко,denys.kuzmenko18@student.org,2001,2,6,DHC-48,4.04,38(073)33-34-477
Ірина,Левченко,iryna.levchenko24@student.org,1952,7,27,QUE-39,41.53,38(050)71-85-461
Юлія,Іваненко,yuliya.ivanenko38@student.org,2005,4,25,ADY-59,13.42,38(098)90-40-870
Дмитро,Скрипка,dmytro.skrypka1@student.org,1975,9,16,XRI-83,98.97,38(050)19-57-825
Петро,Шаповал,petro.shapoval14@student.org,1983,8,17,UGJ-29,16.98,38(096)85-75-155
Артем,Король,artem.korol37@student.org,1997,2,24,HLR-46,58.16,38(096)64-78-847
Павло,Гладко,pavlo.hladko24@student.org,1977,7,24,FHC-26,40.71,38(095)95-24-525
Станіслав,Демченко,stanislav.demchenko25@student.org,1968,7,23,WOA-90,81.22,38(097)74-48-648
Богдан,Король,bohdan.korol22@student.org,1976,4,18,LFW-94,45.08,38(050)29-69-246
Костянтин,Коваленко,kostyantyn.kovalenko32@student.org,1973,6,10,BYD-52,13.59,38(050)65-25-737
Галина,Новік,halyna.novik1@student.org,1977,4,22,CXV-73,70.59,38(098)66-89-721
Вера,Гриценко,vera.hrytsenko7@student.org,1956,10,3,XME-51,21.2,38(098)33-31-992
Оксана,Никоненко,oksana.nykonenko37@student.org,1983,5,13,AIU-95,0.78,38(097)29-83-673
Ганна,Дорошенко,hanna.doroshenko13@student.org,1983,12,3,DUL-34,38.91,38(095)50-93-117
Ігор,Гладко,ihor.hladko28@student.org,1980,4,17,ANS-12,14.82,38(099)66-55-837
Олена,Литвин,olena.lytvyn32@student.org,1989,7,5,GFI-92,29.78,38(063)83-19-750
Остап,Гордієнко,ostap.hordiyenko55@student.org,1988,12,3,QPL-76,4.82,38(067)44-45-563
Павло,Ковальчук,pavlo.kovalchuk@student.org,1959,1,2,YUV-88,83.25,38(073)83-64-745
Лілія,Зайцев,liliya.zaytsev7@student.org,2010,10,5,FUX-87,5.09,38(097)66-65-748
Вікторія,Гладко,viktoriya.hladko31@student.org,1989,1,23,DAY-75,62.15,38(099)98-41-726
Григорій,Авраменко,hryhoriy.avramenko35@student.org,2009,6,17,YRC-71,99.9,38(093)39-10-855
Ярослав,Ткаченко,yaroslav.tkachenko26@student.org,1958,4,8,CHY-96,39.01,38(073)41-58-273
Олена,Шевченко,olena.shevchenko23@student.org,2002,2,27,GML-59,0.8,38(095)82-80-454
Віктор,Гладко,viktor.hladko27@student.org,1970,8,3,AKZ-24,68.64,38(096)47-60-346
Артем,Гладко,artem.hladko30@student.org,1967,10,29,HCN-72,83.88,38(098)43-44-429
Ганна,Гриценко,hanna.hrytsenko27@student.org,1998,10,17,IHU-98,13.04,38(073)65-11-195
Вікторія,Гайдук,viktoriya.hayduk18@student.org,1965,5,10,HMS-89,20.78,38(073)22-65-251
Григорій,Гайдук,hryhoriy.hayduk24@student.org,1992,1,23,TMK-79,23.0,38(093)49-68-124
Лариса,Рибак,larysa.rybak12@student.org,1952,7,29,MYZ-67,74.83,38(099)73-33-523
Михайло,Рибак,mykhaylo.rybak2@student.org,1982,5,14,NPM-28,40.89,38(066)62-63-536
Алла,Василенко,alla.vasylenko35@student.org,1970,9,22,RDJ-77,32.3,38(067)42-77-759
Ганна,Демченко,hanna.demchenko13@student.org,1993,11,29,YFP-79,67.5,38(099)71-19-476
Лариса,Цимбал,larysa.tsymbal28@student.org,1965,6,1,KRN-30,18.08,38(095)59-44-228
Ігор,Литвин,ihor.lytvyn3@student.org,1962,8,6,UFI-24,45.5,38(066)41-94-100
Тарас,Козлов,taras.kozlov4@student.org,1951,9,25,AKT-68,62.49,38(095)97-52-244
Оксана,Гладко,oksana.hladko11@student.org,1983,6,3,SKA-63,45.81,38(096)14-67-938
Остап,Гладко,ostap.hladko30@student.org,2001,5,6,JWF-94,83.29,38(066)99-61-333
Роман,Рибак,roman.rybak39@student.org,2003,6,19,NCX-34,71.44,38(050)74-59-633
Олександр,Рибак,oleksandr.rybak24@student.org,1956,6,4,WDA-80,24.01,38(095)66-37-548
Валентина,Марченко,valentyna.marchenko12@student.org,1964,1,26,UUU-92,37.02,38(093)58-56-788
Марія,Василенко,mariya.vasylenko3@student.org,1980,2,4,VOZ-89,42.37,38(050)36-24-421
Оксана,Ткаченко,oksana.tkachenko8@student.org,1976,8,16,PDD-32,15.2,38(096)29-75-595
Максим,Демченко,maksym.demchenko16@student.org,1970,1,1,ETZ-41,44.58,38(098)24-24-625
Володимир,Гладко,volodymyr.hladko25@student.org,2002,1,19,RRU-45,99.31,38(095)34-35-737
Надія,Литвин,nadiya.lytvyn20@student.org,1985,12,2,UPY-14,0.14,38(068)20-17-342
Марія,Поліщук,mariya.polishchuk4@student.org,1952,12,4,IDW-98,54.44,38(063)67-29-304
Лілія,Литвин,liliya.lytvyn19@student.org,1971,7,10,EQV-12,18.62,38(095)90-15-466
Сергій,Макаренко,serhiy.makarenko22@student.org,1992,4,16,RRT-21,61.89,38(050)86-97-750
Надія,Демченко,nadiya.demchenko9@student.org,1999,9,28,UMH-90,63.25,38(095)39-55-844
Володимир,Авраменко,volodymyr.avramenko31@student.org,1967,10,2,LBE-54,75.83,38(093)27-88-931
Інна,Король,inna.korol16@student.org,1981,6,25,DUY-12,88.54,38(063)88-76-659
Денис,Рибак,denys.rybak10@student.org,1999,9,14,UYK-59,76.53,38(073)46-15-272
Павло,Коваль,pavlo.koval6@student.org,1964,6,4,CWC-30,8.64,38(050)61-59-979
Вера,Ткаченко,vera.tkachenko5@student.org,1977,9,27,UVZ-46,53.2,38(066)99-36-468
Ярослав,Омельченко,yaroslav.omelchenko15@student.org,2006,4,18,MCU-95,77.04,38(063)18-10-528
Костянтин,Білоус,kostyantyn.bilous26@student.org,1965,8,10,ZKV-72,32.39,38(096)77-70-156
Юлія,Руденко,yuliya.rudenko11@student.org,1966,2,5,ISV-28,60.35,38(093)50-66-340
Ярослав,Омельченко,yaroslav.omelchenko2@student.org,1964,12,12,ZDW-22,5.14,38(068)41-38-691
Віктор,Шевченко,viktor.shevchenko6@student.org,2009,10,12,CAV-22,66.79,38(099)39-75-897
Тетяна,Ткаченко,tetyana.tkachenko2@student.org,2006,1,7,JZY-52,2.24,38(098)45-60-387
Лариса,Новік,larysa.novik30@student.org,1976,3,15,KCR-13,83.5,38(096)23-98-278
Олександр,Гончаренко,oleksandr.honcharenko47@student.org,1997,10,17,RZI-27,39.21,38(097)31-62-562
Алла,Костенко,alla.kostenko28@student.org,1992,9,14,OLK-19,93.9,38(097)45-91-635
Володимир,Кузьменко,volodymyr.kuzmenko11@student.org,1989,4,5,LSM-41,61.85,38(063)95-72-276
Павло,Рибак,pavlo.rybak31@student.org,1956,4,8,IWI-27,60.49,38(093)29-12-698
Максим,Панченко,maksym.panchenko27@student.org,2000,2,22,RVT-71,82.87,38(098)66-63-527
Роман,Михайленко,roman.mykhaylenko51@student.org,1961,6,20,YFX-15,85.72,38(093)22-82-823
Валентина,Левченко,valentyna.levchenko5@student.org,1986,7,10,HRW-44,23.18,38(073)41-39-214
Станіслав,Левченко,stanislav.levchenko22@student.org,1965,11,8,IDN-86,99.86,38(068)71-85-792
Марія,Цимбал,mariya.tsymbal6@student.org,1983,10,9,DKO-94,73.43,38(098)39-41-179
Андрій,Кузьменко,andriy.kuzmenko10@student.org,2007,7,22,CXV-73,35.2,38(066)95-80-380
Василь,Михайленко,vasyl.mykhaylenko15@student.org,1994,8,3,UMH-90,77.26,38(096)46-61-344
Федір,Литвин,fedir.lytvyn31@student.org,1976,7,21,MNS-51,59.59,38(099)51-81-720
Лілія,Павленко,liliya.pavlenko19@student.org,1959,4,13,GLU-15,22.77,38(098)69-28-930
Катерина,Демченко,kateryna.demchenko30@student.org,1954,3,15,CVQ-94,44.41,38(096)28-78-692
Валентина,Коваль,valentyna.koval37@student.org,1999,5,9,SPO-68,82.86,38(073)49-16-776
Ганна,Зайцев,hanna.zaytsev5@student.org,1993,2,22,BHV-24,63.15,38(063)62-11-573
Євгенія,Левченко,yevheniya.levchenko37@student.org,1989,5,17,FFA-25,28.25,38(097)33-99-843
Ярослав,Зайцев,yaroslav.zaytsev33@student.org,1960,5,12,MNR-34,95.88,38(099)37-49-304
Богдан,Омельченко,bohdan.omelchenko@student.org,1959,6,7,ESH-14,86.53,38(095)11-62-853
Богдан,Ковальчук,bohdan.kovalchuk9@student.org,1998,4,3,SGO-61,5.36,38(067)71-81-736
Любов,Бойко,lyubov.boyko28@student.org,1987,8,31,YOH-62,35.54,38(066)50-88-905
Наталія,Новік,nataliya.novik27@student.org,1976,1,15,WOU-15,41.7,38(099)68-86-629
Надія,Цимбал,nadiya.tsymbal15@student.org,1950,8,3,IAP-12,28.29,38(050)32-13-569
Олена,Ковальчук,olena.kovalchuk@student.org,1996,2,1,YHK-72,42.45,38(097)92-51-715
Петро,Левченко,petro.levchenko28@student.org,1964,3,1,IRV-99,91.96,38(096)85-91-278
Любов,Панченко,lyubov.panchenko1@student.org,1991,11,8,MLF-98,88.3,38(095)82-61-209
Олеся,Демченко,olesya.demchenko5@student.org,2004,7,26,AAO-20,69.81,38(096)65-37-204
Вікторія,Демченко,viktoriya.demchenko34@student.org,1986,11,6,OYN-14,89.33,38(063)93-32-492
Роман,Іваненко,roman.ivanenko6@student.org,1998,11,7,IFE-11,30.12,38(066)60-80-664
Любов,Поліщук,lyubov.polishchuk11@student.org,1984,5,29,PUO-74,52.85,38(099)46-48-915
Ярослав,Панченко,yaroslav.panchenko24@student.org,1998,1,17,BKI-52,36.35,38(097)86-96-165
Андрій,Зайцев,andriy.zaytsev2@student.org,1974,9,6,BFD-66,39.46,38(073)71-54-955
Тарас,Іваненко,taras.ivanenko10@student.org,1957,4,23,XPH-46,37.85,38(066)53-76-487
Тарас,Коваль,taras.koval24@student.org,1986,6,4,YZE-36,14.14,38(068)28-53-197
Катерина,Савченко,kateryna.savchenko33@student.org,2008,3,17,DPB-70,99.01,38(063)76-98-525
Тарас,Ковальчук,taras.kovalchuk17@student.org,1969,2,11,SZQ-62,75.56,38(050)41-86-153
Ірина,Петренко,iryna.petrenko36@student.org,1966,12,15,TSJ-44,58.01,38(099)77-10-662
Наталія,Цимбал,nataliya.tsymbal18@student.org,1988,3,19,BCK-65,79.45,38(066)29-46-861
Ігор,Козлов,ihor.kozlov12@student.org,1971,11,1,CQZ-63,71.31,38(095)52-89-867
Анна,Василенко,anna.vasylenko2@student.org,1950,1,8,IMS-77,35.59,38(073)45-64-836
Тарас,Левченко,taras.levchenko8@student.org,1995,6,14,KQO-24,32.07,38(067)62-32-532
Дмитро,Литвин,dmytro.lytvyn22@student.org,1982,6,25,KZF-99,5.12,38(067)55-80-327
Євгенія,Гордієнко,yevheniya.hordiyenko24@student.org,1971,4,1,NGT-24,86.6,38(050)44-44-624
Денис,Захарченко,denys.zakharchenko1@student.org,1965,5,6,WUN-96,29.91,38(099)92-86-794
Віктор,Ковальчук,viktor.kovalchuk43@student.org,1954,6,28,KDT-98,71.63,38(066)82-41-854
Артем,Ткаченко,artem.tkachenko16@student.org,2008,8,21,XEX-98,98.84,38(067)62-78-938
Юлія,Ткаченко,yuliya.tkachenko13@student.org,1971,9,16,VCU-53,98.13,38(050)78-15-474
Євгенія,Павленко,yevheniya.pavlenko5@student.org,2007,10,24,MWE-63,80.71,38(068)72-39-353
Іван,Білоус,ivan.bilous23@student.org,1982,1,27,AOV-43,43.8,38(093)42-25-448
Ганна,Руденко,hanna.rudenko30@student.org,2004,4,1,NNG-38,59.95,38(096)10-10-422
Людмила,Гончаренко,lyudmyla.honcharenko9@student.org,1979,1,14,FII-55,23.19,38(095)52-17-839
Сергій,Савченко,serhiy.savchenko28@student.org,1960,5,15,KIW-53,78.49,38(097)70-98-389
Юрій,Кравченко,yuriy.kravchenko1@student.org,1972,1,30,DBR-33,51.71,38(095)41-44-654
Віктор,Стельмах,viktor.stelmakh10@student.org,1961,4,17,MBC-12,49.94,38(095)22-29-932
Тарас,Василенко,taras.vasylenko@student.org,1950,6,5,LQV-82,44.22,38(050)17-84-567
Віталій,Авраменко,vitaliy.avramenko17@student.org,1959,10,17,IEO-95,7.55,38(096)79-79-919
Сергій,Гайдук,serhiy.hayduk47@student.org,1977,3,9,KPI-76,5.88,38(096)82-71-574
Галина,Омельченко,halyna.omelchenko30@student.org,1983,3,17,EPU-92,71.03,38(096)43-43-935
Тарас,Омельченко,taras.omelchenko21@student.org,1983,11,1,YQU-70,29.97,38(073)74-24-732
Олена,Новік,olena.novik1@student.org,1965,8,8,HQN-12,54.46,38(093)98-37-717
Андрій,Романенко,andriy.romanenko33@student.org,1962,10,4,VFT-87,93.91,38(098)93-14-324
Лілія,Никоненко,liliya.nykonenko23@student.org,1998,1,27,YFJ-92,60.29,38(098)89-89-208
Ігор,Ковальчук,ihor.kovalchuk32@student.org,1973,6,18,ARK-41,42.87,38(066)70-24-651
Олеся,Дорошенко,olesya.doroshenko28@student.org,1990,7,13,GAS-34,27.74,38(096)72-93-428
Алла,Литвин,alla.lytvyn13@student.org,1970,2,17,NAM-86,72.09,38(067)31-38-653
Олеся,Кравченко,olesya.kravchenko14@student.org,1960,9,5,ILR-85,57.86,38(095)83-24-914
Оксана,Поліщук,oksana.polishchuk14@student.org,2000,2,7,GPJ-34,41.99,38(066)50-96-580
Тетяна,Рибак,tetyana.rybak5@student.org,1980,1,17,CQZ-63,73.94,38(095)77-77-767
Роман,Омельченко,roman.omelchenko14@student.org,1981,12,2,BVU-10,53.47,38(063)55-76-956
Любов,Білоус,lyubov.bilous4@student.org,1968,9,22,LLO-67,14.72,38(067)73-39-921
Надія,Шевченко,nadiya.shevchenko24@student.org,1986,11,27,VWL-62,49.57,38(073)62-26-593
Петро,Шаповал,petro.shapoval41@student.org,1956,7,30,VZV-82,1.3,38(067)40-81-606
Галина,Демченко,halyna.demchenko17@student.org,1969,10,12,UWI-88,83.97,38(067)32-66-229
Валентина,Поліщук,valentyna.polishchuk17@student.org,1988,2,17,XBU-48,48.65,38(096)41-19-561
Михайло,Василенко,mykhaylo.vasylenko4@student.org,1987,3,24,BHY-49,49.71,38(096)67-96-139
Тетяна,Бойко,tetyana.boyko37@student.org,2002,1,4,BMK-62,90.98,38(098)47-75-663
Петро,Макаренко,petro.makarenko31@student.org,1995,3,18,AMP-36,58.03,38(050)77-24-144
